CLIENT_TOGETHER INCOME;LOAN_OUTSTANDINGLOANSCOUNT;DELAY
15990;2;1
3200;2;0
8000;1;0
8000;1;1
9750;8;0
6000;1;1
4909,39;0;0
10723,18;1;1
4600;4;0
12000;1;0
10500;3;1
5800;2;0
8000;1;0
20192;1;1
30000;0;0
7500;2;0
5500;4;0
15000;0;0
7500;0;0
12000;1;0
9000;1;1
7000;1;1
4639,81;4;0
3007;2;0
7300;1;0
4739,71;2;0
7672,61;2;0
7264,79;0;0
8000;1;0
9000;1;0
51255;1;0
8000;1;1
21000;2;0
8000;1;1
57030,88;0;0
20125;0;1
7000;1;1
9000;2;0
15000;0;0
7000;1;1
21593,7;1;1
8000;1;1
7100;3;0
19000;1;1
6480;0;0
9000;1;1
20125;0;0
8000;1;1
8500;0;1
12000;0;0
4229;0;0
8000;1;1
7000;0;0
4884,04;2;0
4322;0;0
3200;1;0
8000;1;1
6750;1;1
6500;1;0
5200;0;1
9500;1;0
120000;4;0
6800;0;1
10000;0;0
45000;1;0
15880;0;0
6000;0;0
8000;1;0
13000;0;0
13500;0;0
7879,24;2;1
8100;0;0
5000;1;0
8000;1;0
5500;1;0
8500;0;1
9000;0;0
7000;0;0
4500;1;0
5700;0;1
7000;0;0
6000;1;0
4000;0;0
14000;0;0
8000;3;0
8000;0;0
5000;1;1
15000;0;0
8000;1;1
6500;0;0
9500;0;0
3650;2;1
9000;0;0
2300;1;1
8000;0;0
10000;0;0
6000;0;0
15000;1;0
5600;1;0
3700;0;0
6500;0;1
12480;0;0
7000;0;0
7500;1;1
4000;1;0
3446,78;1;0
7500;3;0
6000;1;1
7303,63;3;0
3500;0;0
5000;0;0
6000;0;0
3200;2;1
7000;1;1
6500;1;1
6500;0;1
5600;0;0
21000;1;1
7200;0;1
8500;1;1
8000;1;1
15000;1;1
5300;0;0
10000;1;1
2500;0;0
10000;1;1
3800;1;1
6000;1;1
3320,03;1;0
9693,33;1;1
55196,75;2;0
5940,56;1;0
7000;1;0
2178;3;0
5000;2;0
5000;1;1
3700;1;0
7500;3;0
3600;1;0
13485,27;0;0
12000;2;1
14449;1;1
7200;2;0
8000;1;1
9000;0;0
7000;1;0
6000;1;0
3098,78;2;0
9000;0;0
10000;1;1
5500;1;0
2840,55;1;0
3800;0;0
7973;1;1
9672,5;0;0
5500;1;1
5500;2;1
6000;2;0
5000;0;0
5000;0;0
8500;1;1
10500;0;0
5780;2;1
7837;2;1
30000;2;0
5200;1;1
