LOAN_PRODUCT_TYPE;LOAN_AMOUNT;BRANCH_REGION;CLIENT_GENDER;CLIENT_FAMILYSTATUS;CLIENT_TOTALEXPERIENCE;CLIENT_EDUCATION;CLIENT_ACTIVITYTYPE;CLIENT_TOGETHER INCOME;LOAN_OUTSTANDINGLOANSCOUNT;LOAN_OVERDUE_EXIST_FLAG;EMPLOYMENTTYPE;LOAN TERM;ZODIAC;ZODIAC_CHINA;AGE;CHANGE-WORK;REAL_ESTATE;CAR;DELAY
Consumer loan without income certificate;16816,14;Donetsk region;M;Неодружений(-на);32;Середня - технічна;виробництво;6000;3;Так;Офіційно працевлаштований;1095;козерог;Змея;53; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;20746,89;Lviv region;M;Одружений (-на);14;Вища освіта;торгівля та послуги;15000;6;Так;Офіційно працевлаштований;364;водолей;Дракон;29; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan with income statement;78475,34;Kiev;F;Одружений (-на);28;Вища освіта;виробництво;10014,43;2;Ні;Офіційно працевлаштований;1095;козерог;Свинья;46; була зміна місця роботи;має власну нерухомість;не має власного;No
overdraft to a plastic card;8000;Kharkiv region;F;Розлучений (-на);22;Середня - технічна;інша;4586,96;1;Ні;Офіційно працевлаштований;1084;скорпион;Лошадь;39; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;15560,17;Kiev;F;Одружений (-на);30;Вища освіта;торгівля та послуги;15000;1;Ні;Офіційно працевлаштований;364;рак;Змея;52; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Kirovograd region;F;Одружений (-на);11;Середня - технічна;с/господарство;8000;5;Так;Офіційно працевлаштований;1095;лев;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;22421,52;Poltava region;M;Одружений (-на);20;Середня - технічна;торгівля та послуги;5400;4;Ні;Офіційно працевлаштований;1095;стрелец;Змея;52; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;28026,91;Dnipropetrovsk region;M;Неодружений(-на);3;Середня - технічна;інша;11000;2;Так;Офіційно працевлаштований;1095;водолей;Крыса;21; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;10373,44;Vinnytsia region;M;Неодружений(-на);2;Середня - технічна;виробництво;6000;0;Так;Офіційно працевлаштований;364;стрелец;Свинья;22; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Kharkiv;F;Розлучений (-на);5;Середня - технічна;інша;7500;2;Так;Офіційно працевлаштований;1095;козерог;Бык;44; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;25933,61;Kiev;M;Одружений (-на);30;Вища освіта;торгівля та послуги;11000;5;Так;Офіційно працевлаштований;364;козерог;Змея;53; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Lviv region;M;Неодружений(-на);0,6;Середня;торгівля та послуги;7000;2;Так;Офіційно працевлаштований;1095;козерог;Бык;21; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;26939,66;Kiev;M;Неодружений(-на);20;Середня - технічна;інша;11000;0;Так;Офіційно працевлаштований;728;рак;Собака;47; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan with income statement;58411,21;Lviv region;F;Неодружений(-на);28;Незакінчена вища;торгівля та послуги;8623;4;Ні;Офіційно працевлаштований;1460;весы;Бык;44; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;11210,76;Kirovograd region;F;Одружений (-на);18;Вища освіта;державна служба;6960;5;Ні;Офіційно працевлаштований;1095;водолей;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;26939,66;Kiev;M;Неодружений(-на);4;Незакінчена вища;торгівля та послуги;10000;3;Так;Офіційно працевлаштований;728;скорпион;Крыса;21; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer credit without a certificate of income for informal financial institutions;10775,86;Kharkiv;M;Одружений (-на);2;Середня;інша;5000;1;Ні;Працює не офіційно;728;дева;Обезьяна;25; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;5186,72;Kharkiv;M;Неодружений(-на);3;Середня;торгівля та послуги;7000;2;Ні;Офіційно працевлаштований;364;стрелец;Крыса;21; була зміна місця роботи;не має власної нерухомості;не має власного;No
Loan Consumer Credit 130%;2074,69;Kharkiv region;M;Одружений (-на);21;Середня - технічна;виробництво;7000;2;Так;Офіційно працевлаштований;364;водолей;Кролик;42; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
overdraft to a plastic card;5000;Kharkiv region;M;Неодружений(-на);10;Незакінчена вища;виробництво;4000;6;Так;Офіційно працевлаштований;1158;близнецы;Тигр;31; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
overdraft to a plastic card;20000;Kharkiv;F;Одружений (-на);38;Вища освіта;інша;4301,26;3;Так;Офіційно працевлаштований;360;стрелец;Собака;59; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;25784,75;Kiev;M;Одружений (-на);6;Середня - технічна;будівництво;8500;1;Так;Офіційно працевлаштований;1095;рак;Коза;26; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Loan Consumer Credit 130%;43103,45;Poltava region;F;Одружений (-на);25;Вища освіта;торгівля та послуги;9257,5;4;Так;Офіційно працевлаштований;729;рак;Собака;47; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer credit without a certificate of income for informal financial institutions;21551,72;Sumy region;M;Одружений (-на);9;Середня - технічна;виробництво;15000;3;Так;Працює не офіційно;729;рыбы;Петух;24; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;10373,44;Kirovograd region;M;Неодружений(-на);5;Вища освіта;виробництво;7500;2;Так;Офіційно працевлаштований;178;лев;Дракон;29; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;12448,13;Kharkiv;F;Неодружений(-на);23;Вища освіта;державна служба;3678,49;3;Ні;Офіційно працевлаштований;364;рыбы;Кролик;42; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;7847,53;Donetsk region;F;Одружений (-на);7;Вища освіта;інша;5000;5;Так;Офіційно працевлаштований;1095;телец;Лошадь;27; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Loan Consumer Credit 130%;21012,93;Kharkiv region;F;Одружений (-на);27;Середня - технічна;виробництво;5500;4;Ні;Офіційно працевлаштований;422;лев;Бык;44; була зміна місця роботи;не має власної нерухомості;не має власного;No
overdraft to a plastic card;10000;Donetsk region;M;Одружений (-на);18;Середня - технічна;виробництво;3941;2;Ні;Офіційно працевлаштований;723;козерог;Свинья;46; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Kharkiv region;F;Одружений (-на);35;Середня - технічна;торгівля та послуги;7000;5;Так;Офіційно працевлаштований;1095;дева;Кролик;54; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;12331,84;Cherkasy region;F;Розлучений (-на);24;Середня - технічна;державна служба;6500;4;Так;Офіційно працевлаштований;1095;дева;Тигр;43; була зміна місця роботи;не має власної нерухомості;не має власного;No
overdraft to a plastic card;3000;Kharkiv;M;Одружений (-на);40;Середня - технічна;інша;2576;2;Так;Офіційно працевлаштований;363;рыбы;Собака;59; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;28026,91;Kiev;F;Одружений (-на);9;Середня;торгівля та послуги;9500;2;Так;Офіційно працевлаштований;1095;овен;Кролик;30; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Dnipropetrovsk region;M;Неодружений(-на);4;Вища освіта;торгівля та послуги;8500;1;Так;Офіційно працевлаштований;1095;рак;Свинья;22; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;28026,91;Kiev;M;В громадянскому шлюбі;10;Незакінчена вища;державна служба;10000;2;Так;Офіційно працевлаштований;1095;лев;Змея;28; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;11853,45;Kharkiv region;M;Неодружений(-на);3;Середня - технічна;державна служба;6000;1;Ні;Офіційно працевлаштований;729;рак;Собака;23; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;17634,85;Kharkiv region;M;Одружений (-на);42;Середня - технічна;інша;5789,29;1;Ні;Офіційно працевлаштований;364;стрелец;Лошадь;63; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;10373,44;Vinnytsia region;M;Неодружений(-на);13;Середня - технічна;торгівля та послуги;8000;4;Так;Офіційно працевлаштований;180;водолей;Кролик;42; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;8620,69;Kharkiv region;F;Одружений (-на);1,5;Середня - технічна;інша;4800;1;Так;Офіційно працевлаштований;729;козерог;Собака;24; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;22421,52;Kiev;M;Неодружений(-на);4;Вища освіта;торгівля та послуги;9000;6;Так;Офіційно працевлаштований;1094;козерог;Собака;24; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;11210,76;Kharkiv;M;Вдова (-ець);40;Вища освіта;виробництво;8216,38;4;Так;Офіційно працевлаштований;1094;овен;Коза;62; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Loan Consumer Credit 130%;12448,13;Kharkiv region;F;Одружений (-на);35;Середня - технічна;інша;4568,42;2;Ні;Офіційно працевлаштований;364;телец;Коза;62; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;26939,66;Chernihiv region;M;Неодружений(-на);9;Вища освіта;торгівля та послуги;7000;2;Так;Офіційно працевлаштований;729;дева;Лошадь;27; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan with income statement;105140,19;Kiev;M;Розлучений (-на);22;Середня - технічна;торгівля та послуги;13942,63;1;Ні;Офіційно працевлаштований;1457;лев;Лошадь;39; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;26939,66;Kiev;M;Одружений (-на);40;Середня - технічна;інша;4800;1;Ні;Не працює;545;скорпион;Собака;59; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Poltava region;F;Неодружений(-на);2,5;Середня - технічна;будівництво;4800;2;Так;Офіційно працевлаштований;1094;весы;Петух;24; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer credit without a certificate of income for informal financial institutions;21551,72;Sumy region;M;Одружений (-на);10;Середня - технічна;будівництво;5983,34;1;Ні;Працює не офіційно;729;овен;Змея;28; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;3475,34;Kharkiv region;F;Неодружений(-на);10;Середня - технічна;інша;2972;4;Так;Офіційно працевлаштований;1093;рыбы;Обезьяна;37; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;22421,52;Cherkasy region;M;Неодружений(-на);10;Вища освіта;інша;8000;5;Так;Офіційно працевлаштований;1093;овен;Тигр;31; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan with income statement;7261,41;Kharkiv region;F;Розлучений (-на);35;Середня - технічна;с/господарство;5044,46;4;Ні;Офіційно працевлаштований;364;весы;Кролик;54; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;6224,07;Kharkiv region;F;Одружений (-на);20;Вища освіта;торгівля та послуги;7000;1;Так;Офіційно працевлаштований;364;водолей;Петух;36; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5605,38;Zaporozhye region;F;Вдова (-ець);37;Середня - технічна;державна служба;6700;6;Ні;Офіційно працевлаштований;1093;стрелец;Дракон;65; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Kharkiv;M;Неодружений(-на);45;Середня;інша;4573;2;Ні;Офіційно працевлаштований;1093;лев;Обезьяна;61; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;8298,76;Kharkiv region;F;Вдова (-ець);36;Незакінчена вища;інша;3300;1;Так;Офіційно працевлаштований;242;дева;Крыса;69; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;8968,61;Zaporozhye region;F;Неодружений(-на);39;Середня;державна служба;4000;2;Ні;Офіційно працевлаштований;1093;дева;Свинья;58; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;22421,52;Kharkiv region;F;Одружений (-на);15;Середня - технічна;інша;5230;1;Так;Офіційно працевлаштований;1093;скорпион;Коза;50; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;8968,61;Kiev;M;Розлучений (-на);22;Вища освіта;інша;11000;4;Так;Офіційно працевлаштований;1093;скорпион;Змея;52; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;28026,91;Kiev;F;Одружений (-на);22;Вища освіта;торгівля та послуги;10600;3;Так;Офіційно працевлаштований;1093;весы;Коза;38; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan with income statement;8968,61;Kharkiv;F;Неодружений(-на);25;Вища освіта;інша;5836;7;Ні;Офіційно працевлаштований;1093;козерог;Бык;45; не змінювалось місце роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5605,38;Poltava region;F;Одружений (-на);41;Середня - технічна;інша;3200;4;Так;Офіційно працевлаштований;1093;водолей;Коза;62; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;11210,76;Vinnytsia region;F;Неодружений(-на);14;Середня - технічна;торгівля та послуги;5000;3;Так;Офіційно працевлаштований;1093;козерог;Крыса;34; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;6224,07;Sumy region;M;Розлучений (-на);25;Середня - технічна;державна служба;6000;4;Так;Офіційно працевлаштований;364;дева;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Lviv region;F;Неодружений(-на);28;Середня - технічна;виробництво;19000;6;Ні;Офіційно працевлаштований;1093;близнецы;Лошадь;51; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Khmelnytsky region;M;Одружений (-на);20;Середня - технічна;будівництво;8500;3;Так;Офіційно працевлаштований;1093;дева;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;12931,03;Kharkiv;F;Неодружений(-на);6;Вища освіта;державна служба;6862,54;2;Ні;Офіційно працевлаштований;729;водолей;Лошадь;27; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;22421,52;Kharkiv;F;Не визначено;15;Вища освіта;державна служба;9000;6;Так;Офіційно працевлаштований;1095;овен;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Loan Consumer Credit 130%;8620,69;Chernihiv region;F;В громадянскому шлюбі;2,5;Вища освіта;фінансова;6800;3;Ні;Офіційно працевлаштований;545;рыбы;Крыса;21; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16163,79;Kharkiv region;F;Одружений (-на);14;Середня - технічна;інша;6000;2;Так;Офіційно працевлаштований;728;скорпион;Крыса;33; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5705,39;Kharkiv region;M;Одружений (-на);51;Середня - технічна;інша;4600;2;Так;Офіційно працевлаштований;364;весы;Бык;68; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
overdraft to a plastic card;20000;Kharkiv;M;Одружений (-на);36;Середня;торгівля та послуги;10372,33;2;Так;Офіційно працевлаштований;1090;водолей;Коза;50; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Zaporozhye region;M;Одружений (-на);16;Середня - технічна;виробництво;6000;6;Так;Офіційно працевлаштований;1095;дева;Бык;32; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16163,79;Kharkiv;F;Неодружений(-на);3;Незакінчена вища;торгівля та послуги;7000;1;Ні;Офіційно працевлаштований;728;телец;Крыса;21; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;2074,69;Kharkiv region;F;Одружений (-на);6;Середня - технічна;інша;3181,77;2;Так;Офіційно працевлаштований;364;телец;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;11210,76;Kirovograd region;M;Розлучений (-на);10;Вища освіта;торгівля та послуги;6000;6;Так;Офіційно працевлаштований;1095;стрелец;Дракон;29; була зміна місця роботи;має власну нерухомість;не має власного;Yes
overdraft to a plastic card;3000;Kharkiv region;M;Одружений (-на);32;Середня;с/господарство;2918,32;2;Ні;Офіційно працевлаштований;363;лев;Обезьяна;49; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;17937,22;Poltava region;M;Одружений (-на);6;Середня - технічна;торгівля та послуги;5000;1;Так;Офіційно працевлаштований;1095;козерог;Собака;23; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Khmelnytsky region;M;Одружений (-на);10;Вища освіта;фінансова;7700;2;Ні;Офіційно працевлаштований;1095;козерог;Крыса;33; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;25933,61;Kiev;M;Неодружений(-на);3;Вища освіта;торгівля та послуги;9000;1;Ні;Офіційно працевлаштований;364;стрелец;Собака;23; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Khmelnytsky region;F;Одружений (-на);22;Вища освіта;інша;12500;3;Так;Офіційно працевлаштований;1095;близнецы;Петух;48; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;28026,91;Lviv region;M;Неодружений(-на);19;Середня - технічна;будівництво;12000;2;Ні;Офіційно працевлаштований;1095;телец;Лошадь;39; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;22421,52;Vinnytsia region;M;Неодружений(-на);15;Середня - технічна;торгівля та послуги;6520,5;2;Так;Офіційно працевлаштований;1095;козерог;Собака;36; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;2074,69;Kiev;M;Вдова (-ець);41;Середня;торгівля та послуги;5000;2;Так;Офіційно працевлаштований;180;весы;Бык;56; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5387,93;Sumy region;F;Неодружений(-на);6;Середня;інша;4900;6;Так;Офіційно працевлаштований;728;овен;Петух;24; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;6224,07;Kharkiv region;F;Розлучений (-на);5;Незакінчена вища;інша;3700;3;Ні;Офіційно працевлаштований;364;дева;Крыса;21; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;11210,76;Kharkiv;M;Одружений (-на);36;Середня;торгівля та послуги;9000;4;Ні;Офіційно працевлаштований;1095;телец;Петух;60; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;26939,66;Kharkiv;M;Одружений (-на);44;Вища освіта;державна служба;7100;2;Так;Офіційно працевлаштований;423;овен;Бык;68; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;2074,69;Khmelnytsky region;M;Одружений (-на);17;Середня;виробництво;8000;2;Так;Офіційно працевлаштований;364;водолей;Крыса;33; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;15560,17;Sumy region;M;Одружений (-на);39;Вища освіта;виробництво;10000;2;Так;Офіційно працевлаштований;364;близнецы;Кролик;54; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16163,79;Kirovograd region;F;Розлучений (-на);20;Середня;державна служба;5000;2;Так;Офіційно працевлаштований;729;рыбы;Кролик;42; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
overdraft to a plastic card;20000;Kharkiv;M;Одружений (-на);12;Середня - технічна;торгівля та послуги;10045,37;5;Так;Офіційно працевлаштований;724;стрелец;Собака;35; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;28026,91;Kiev;F;Одружений (-на);15;Середня;торгівля та послуги;4000;4;Так;Офіційно працевлаштований;1095;весы;Тигр;43; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;10373,44;Kharkiv;M;Одружений (-на);47;Вища освіта;торгівля та послуги;7989,86;3;Так;Офіційно працевлаштований;179;водолей;Коза;62; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;20179,37;Kharkiv;F;Неодружений(-на);15;Середня - технічна;державна служба;7000;7;Так;Офіційно працевлаштований;1095;весы;Собака;35; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;11210,76;Kharkiv region;F;В громадянскому шлюбі;11;Вища освіта;інша;3825;0;Ні;Офіційно працевлаштований;1095;водолей;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Kirovograd region;M;Одружений (-на);10;Середня - технічна;торгівля та послуги;8000;5;Так;Офіційно працевлаштований;1095;водолей;Петух;36; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;28026,91;Dnipropetrovsk region;M;Одружений (-на);21;Середня - технічна;інша;20000;5;Так;Офіційно працевлаштований;1095;водолей;Лошадь;39; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
Consumer loan without income certificate;22421,52;Kiev;F;Неодружений(-на);11;Вища освіта;інша;8000;2;Так;Офіційно працевлаштований;1095;рак;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;25933,61;Kiev;F;Одружений (-на);7;Незакінчена вища;торгівля та послуги;10000;2;Так;Офіційно працевлаштований;364;скорпион;Лошадь;27; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;21300,45;Kiev;F;Розлучений (-на);20;Середня;торгівля та послуги;9300;4;Так;Офіційно працевлаштований;1095;овен;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer credit without a certificate of income for informal financial institutions;21551,72;Kharkiv;F;Розлучений (-на);33;Середня;торгівля та послуги;9000;2;Ні;Працює не офіційно;729;козерог;Петух;49; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;26939,66;Kiev;M;Розлучений (-на);5;Вища освіта;торгівля та послуги;9000;2;Так;Офіційно працевлаштований;729;овен;Кролик;30; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Vinnytsia region;F;Одружений (-на);4;Середня - технічна;виробництво;6500;2;Так;Офіційно працевлаштований;1095;близнецы;Лошадь;27; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Kiev;F;Неодружений(-на);1;Вища освіта;торгівля та послуги;8500;2;Ні;Офіційно працевлаштований;1095;весы;Петух;24; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;8968,61;Kiev;F;Розлучений (-на);50;Середня;державна служба;5000;1;Так;Офіційно працевлаштований;1095;лев;Дракон;65; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Dnipropetrovsk region;M;Неодружений(-на);35;Середня;с/господарство;10000;1;Ні;Офіційно працевлаштований;1095;рак;Бык;56; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
Loan Consumer Credit 130%;4310,34;Poltava region;F;Розлучений (-на);29;Середня - технічна;виробництво;4700;2;Так;Офіційно працевлаштований;729;рыбы;Свинья;46; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;4149,38;Sumy region;M;Одружений (-на);18;Середня - технічна;торгівля та послуги;6000;4;Так;Офіційно працевлаштований;364;водолей;Петух;36; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;1077,59;Poltava region;F;Неодружений(-на);29;Середня - технічна;виробництво;4700;2;Так;Офіційно працевлаштований;729;рыбы;Свинья;46; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;3112,03;Kharkiv region;F;Розлучений (-на);22;Середня - технічна;виробництво;5000;1;Так;Офіційно працевлаштований;364;скорпион;Коза;38; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Lviv region;M;Одружений (-на);15;Середня;торгівля та послуги;8000;1;Ні;Офіційно працевлаштований;1095;водолей;Коза;50; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;16816,14;Kiev;M;Одружений (-на);20;Вища освіта;державна служба;4000;2;Так;Офіційно працевлаштований;1095;лев;Обезьяна;37; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;10373,44;Kharkiv region;M;Одружений (-на);36;Середня;с/господарство;5000;2;Ні;Офіційно працевлаштований;364;рыбы;Змея;52; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;6465,52;Kharkiv region;M;Одружений (-на);25;Середня;с/господарство;3000;2;Так;Не працює;729;козерог;Собака;60; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;10373,44;Kharkiv;M;Одружений (-на);5;Середня;с/господарство;5000;1;Ні;Офіційно працевлаштований;364;скорпион;Обезьяна;25; не змінювалось місце роботи;має власну нерухомість;не має власного;No
Consumer loan with income statement;56053,81;Kharkiv region;F;Одружений (-на);10;Вища освіта;торгівля та послуги;47900;5;Так;Офіційно працевлаштований;1095;весы;Дракон;29; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;25933,61;Mykolaiv region;F;Розлучений (-на);12;Середня - технічна;торгівля та послуги;8500;1;Ні;Офіційно працевлаштований;364;телец;Свинья;34; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;14573,99;Dnipropetrovsk region;F;Розлучений (-на);20;Середня;державна служба;6000;6;Так;Офіційно працевлаштований;1095;близнецы;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Kharkiv;F;Одружений (-на);20;Середня;інша;8500;2;Ні;Офіційно працевлаштований;1095;козерог;Лошадь;39; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;28026,91;Dnipropetrovsk region;F;Неодружений(-на);3;Вища освіта;торгівля та послуги;15000;3;Так;Офіційно працевлаштований;1095;скорпион;Петух;24; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan with income statement;63577,59;Ivano-Frankivsk region;M;Одружений (-на);15;Вища освіта;виробництво;13500;3;Так;Офіційно працевлаштований;729;лев;Свинья;34; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Loan Consumer Credit 130%;25933,61;Kharkiv;F;Неодружений(-на);5;Вища освіта;торгівля та послуги;20000;1;Так;ФОП;364;козерог;Свинья;35; не змінювалось місце роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;19288,79;Kiev;M;Одружений (-на);40;Середня - технічна;торгівля та послуги;4000;1;Так;Офіційно працевлаштований;729;телец;Петух;60; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Lviv region;M;Одружений (-на);6,5;Вища освіта;виробництво;10000;3;Ні;Офіційно працевлаштований;1095;телец;Крыса;33; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
